schema_version,timestamp,version,commit,branch,dirty,build_type,compiler,os,cpu,gpu,scene,asset_bytes,runs,cold_ms,min_ms,med_ms,model_ms,parse_ms,geometry_ms,material_data_ms,image_scan_ms,node_graph_ms,materials_ms,textures_ms,buffers_ms,meshes,triangles,images,textures_uploaded,textures_cached,geometry_kb,image_kb,peak_rss_mb
1,2026-09-09T13:57:09Z,0.1.0,4ff168b7dfc0,gltf,true,Debug,AppleClang-17.0.0.17000604,Darwin 25.6.0,Apple M3 Pro,Apple M3 Pro,models/bistro/bistro.gltf,1879405,3,18151.3,18151.3,18245.8,18140,516.677,210.914,0.572209,1.57879,13.6152,17081.2,17059.4,42.4522,551,1753630,679,259,191,74618,110851,501.188
